# addr	region	name  (STT_OBJECT in ROM)
0x0861CAEE	rom	sTimidNatureName
0x0861CAF4	rom	sHastyNatureName
0x0861CAFA	rom	sSeriousNatureName
0x0861CB02	rom	sJollyNatureName
0x0861CB08	rom	sNaiveNatureName
0x0861CB0E	rom	sModestNatureName
0x0861CB15	rom	sMildNatureName
0x0861CB1A	rom	sQuietNatureName
0x0861CB20	rom	sBashfulNatureName
0x0861CB28	rom	sRashNatureName
0x0861CB2D	rom	sCalmNatureName
0x0861CB32	rom	sGentleNatureName
0x0861CB39	rom	sSassyNatureName
0x0861CB3F	rom	sCarefulNatureName
0x0861CB47	rom	sQuirkyNatureName
0x0861CB50	rom	gNatureNamePointers
0x0861CBB4	rom	sBgTemplates
0x0861CBC4	rom	sStatusTilemap
0x0861CBEC	rom	sStatusSlidingWindow1
0x0861CBF8	rom	sStatusSlidingWindow2
0x0861CC04	rom	sPowerAccSlidingWindow
0x0861CC10	rom	sAppealJamSlidingWindow
0x0861CC1C	rom	sMultiBattleOrder
0x0861CC24	rom	sSummaryTemplate
0x0861CCCC	rom	sPageInfoTemplate
0x0861CCEC	rom	sPageSkillsTemplate
0x0861CD14	rom	sPageMovesTemplate
0x0861CD2C	rom	sTextColors
0x0861CD53	rom	sButtons_Gfx
0x0861CE54	rom	sTextPrinterFunctions
0x0861CE64	rom	sTextPrinterTasks
0x0861CE74	rom	sMemoNatureTextColor
0x0861CE7B	rom	sMemoMiscTextColor
0x0861CE82	rom	sStatsLeftColumnLayout
0x0861CE8E	rom	sStatsRightColumnLayout
0x0861CE97	rom	sMovesPPLayout
0x0861CEA0	rom	sOamData_MoveTypes
0x0861CEA8	rom	sSpriteAnim_TypeNormal
0x0861CEB0	rom	sSpriteAnim_TypeFighting
0x0861CEB8	rom	sSpriteAnim_TypeFlying
0x0861CEC0	rom	sSpriteAnim_TypePoison
0x0861CEC8	rom	sSpriteAnim_TypeGround
0x0861CED0	rom	sSpriteAnim_TypeRock
0x0861CED8	rom	sSpriteAnim_TypeBug
0x0861CEE0	rom	sSpriteAnim_TypeGhost
0x0861CEE8	rom	sSpriteAnim_TypeSteel
0x0861CEF0	rom	sSpriteAnim_TypeMystery
0x0861CEF8	rom	sSpriteAnim_TypeFire
0x0861CF00	rom	sSpriteAnim_TypeWater
0x0861CF08	rom	sSpriteAnim_TypeGrass
0x0861CF10	rom	sSpriteAnim_TypeElectric
0x0861CF18	rom	sSpriteAnim_TypePsychic
0x0861CF20	rom	sSpriteAnim_TypeIce
0x0861CF28	rom	sSpriteAnim_TypeDragon
0x0861CF30	rom	sSpriteAnim_TypeDark
0x0861CF38	rom	sSpriteAnim_CategoryCool
0x0861CF40	rom	sSpriteAnim_CategoryBeauty
0x0861CF48	rom	sSpriteAnim_CategoryCute
0x0861CF50	rom	sSpriteAnim_CategorySmart
0x0861CF58	rom	sSpriteAnim_CategoryTough
0x0861CF60	rom	sSpriteAnimTable_MoveTypes
0x0861CFBC	rom	sSpriteSheet_MoveTypes
0x0861CFC4	rom	sSpriteTemplate_MoveTypes
0x0861CFDC	rom	sMoveTypeToOamPaletteNum
0x0861CFF4	rom	sOamData_MoveSelector
0x0861CFFC	rom	sSpriteAnim_MoveSelector0
0x0861D004	rom	sSpriteAnim_MoveSelector1
0x0861D00C	rom	sSpriteAnim_MoveSelector2
0x0861D014	rom	sSpriteAnim_MoveSelector3
0x0861D01C	rom	sSpriteAnim_MoveSelectorLeft
0x0861D024	rom	sSpriteAnim_MoveSelectorRight
0x0861D02C	rom	sSpriteAnim_MoveSelectorMiddle
0x0861D034	rom	sSpriteAnim_MoveSelector7
0x0861D03C	rom	sSpriteAnim_MoveSelector8
0x0861D044	rom	sSpriteAnim_MoveSelector9
0x0861D04C	rom	sSpriteAnimTable_MoveSelector
0x0861D074	rom	sMoveSelectorSpriteSheet
0x0861D07C	rom	sMoveSelectorSpritePal
0x0861D084	rom	sMoveSelectorSpriteTemplate
0x0861D09C	rom	sOamData_StatusCondition
0x0861D0A4	rom	sSpriteAnim_StatusPoison
0x0861D0AC	rom	sSpriteAnim_StatusParalyzed
0x0861D0B4	rom	sSpriteAnim_StatusSleep
0x0861D0BC	rom	sSpriteAnim_StatusFrozen
0x0861D0C4	rom	sSpriteAnim_StatusBurn
0x0861D0CC	rom	sSpriteAnim_StatusPokerus
0x0861D0D4	rom	sSpriteAnim_StatusFaint
0x0861D0DC	rom	sSpriteAnimTable_StatusCondition
0x0861D0F8	rom	sStatusIconsSpriteSheet
0x0861D100	rom	sStatusIconsSpritePalette
0x0861D108	rom	sSpriteTemplate_StatusCondition
0x0861D120	rom	sMarkings_Pal
0x0861D140	rom	sPokedexAreaMap_Pal
0x0861D1A0	rom	sPokedexAreaMap_Gfx
0x0861DEF4	rom	sPokedexAreaMap_Tilemap
0x0861E208	rom	sPokedexAreaMapAffine_Gfx
0x0861EF64	rom	sPokedexAreaMapAffine_Tilemap
0x0861F2B4	rom	sBgTemplates
0x0861F2C0	rom	sListMenuTemplate
0x0861F2D8	rom	sMenuActions
0x0861F308	rom	sMenuActionIds_Field
0x0861F30C	rom	sMenuActionIds_ChooseToss
0x0861F30E	rom	sMenuActionIds_Battle
0x0861F310	rom	sMenuActionIds_BattleCannotUse
0x0861F314	rom	sYesNoTossFuncions
0x0861F31C	rom	sTextColors
0x0861F328	rom	sWindowTemplates
0x0861F350	rom	sWindowTemplates_MenuActions
0x0861F378	rom	sOamData_PyramidBag
0x0861F380	rom	sAnim_PyramidBag
0x0861F388	rom	sAnims_PyramidBag
0x0861F38C	rom	sAffineAnim_PyramidBag_Still
0x0861F39C	rom	sAffineAnim_PyramidBag_Shake
0x0861F3C4	rom	sAffineAnims_PyramidBag
0x0861F3CC	rom	sSpriteSheet_PyramidBag
0x0861F3D4	rom	sSpriteTemplate_PyramidBag
0x0861F3EC	rom	PokenavMenuCallbacks
0x0861F590	rom	sSpinningPokenav_Pal
0x0861F5B0	rom	sSpinningPokenav_Gfx
0x0861F994	rom	sBlueLightCopy
0x0861FA04	rom	gPokenavMainMenuBgTemplates
0x0861FA08	rom	sHelpBarWindowTemplate
0x0861FA18	rom	sHelpBarTexts
0x0861FA48	rom	sHelpBarTextColors
0x0861FA4C	rom	sSpinningPokenavSpriteSheet
0x0861FA54	rom	sSpinningNavgearPalettes
0x0861FA64	rom	sMenuLeftHeaderSpriteSheet
0x0861FA6C	rom	sMenuLeftHeaderSpriteSheets
0x0861FA9C	rom	sPokenavSubMenuLeftHeaderSpriteSheets
0x0861FAD4	rom	sSpinningPokenavSpriteOam
0x0861FADC	rom	sSpinningPokenavAnims
0x0861FB00	rom	sSpinningPokenavAnimTable
0x0861FB04	rom	sSpinningPokenavSpriteTemplate
0x0861FB1C	rom	sOamData_LeftHeader
0x0861FB24	rom	sOamData_SubmenuLeftHeader
0x0861FB2C	rom	sLeftHeaderSpriteTemplate
0x0861FB44	rom	sSubmenuLeftHeaderSpriteTemplate
0x0861FB5C	rom	sListArrow_Pal
0x0861FB7C	rom	sListArrow_Gfx
0x0861FBF7	rom	lineOffsets.111
0x0861FBFC	rom	sListArrowSpriteSheets
0x0861FC04	rom	sListArrowPalettes
0x0861FC14	rom	sOamData_RightArrow
0x0861FC1C	rom	sSpriteTemplate_RightArrow
0x0861FC34	rom	sOamData_UpDownArrow
0x0861FC3C	rom	sSpriteTemplate_UpDownArrow
0x0861FC54	rom	sLastCursorPositions
0x0861FC59	rom	sMenuItems
0x0861FC78	rom	sPokenavBgDotsPal
0x0861FC98	rom	sPokenavBgDotsTiles
0x0861FCAC	rom	sPokenavBgDotsTilemap
0x0861FD4C	rom	sPokenavDeviceBgPal
0x0861FD6C	rom	sPokenavDeviceBgTiles
0x0861FFF4	rom	sPokenavDeviceBgTilemap
0x08620104	rom	sMatchCallBlueLightPal
0x08620124	rom	sMatchCallBlueLightTiles
0x08620194	rom	sPokenavMainMenuBgTemplates
0x086201A0	rom	sMenuHandlerLoopTaskFuncs
0x086201C4	rom	sPokenavOptionsSpriteSheets
0x086201D4	rom	sPokenavOptionsSpritePalettes
0x0862020C	rom	sOptionsLabelGfx_RegionMap
0x08620210	rom	sOptionsLabelGfx_Condition
0x08620214	rom	sOptionsLabelGfx_MatchCall
0x08620218	rom	sOptionsLabelGfx_Ribbons
0x0862021C	rom	sOptionsLabelGfx_SwitchOff
0x08620220	rom	sOptionsLabelGfx_Party
0x08620224	rom	sOptionsLabelGfx_Search
0x08620228	rom	sOptionsLabelGfx_Cool
0x0862022C	rom	sOptionsLabelGfx_Beauty
0x08620230	rom	sOptionsLabelGfx_Cute
0x08620234	rom	sOptionsLabelGfx_Smart
0x08620238	rom	sOptionsLabelGfx_Tough
0x0862023C	rom	sOptionsLabelGfx_Cancel
0x08620240	rom	sPokenavMenuOptionLabelGfx
0x086202CC	rom	sOptionDescWindowTemplate
0x086202D4	rom	sPageDescriptions
0x0862030C	rom	sOptionDescTextColors
0x0862030F	rom	sOptionDescTextColors2
0x08620314	rom	sOamData_MenuOption
0x0862031C	rom	sAffineAnim_MenuOption_Normal
0x0862032C	rom	sAffineAnim_MenuOption_Zoom
0x08620344	rom	sAffineAnims_MenuOption
0x0862034C	rom	sMenuOptionSpriteTemplate
0x08620364	rom	sBlueLightOamData
0x0862036C	rom	sMatchCallBlueLightSpriteTemplate
0x08620384	rom	sPokenavMainMenuScanlineEffectParams
0x08620390	rom	gText_MatchCallAromaLady_Rose_Strategy
0x086203AA	rom	gText_MatchCallAromaLady_Rose_Pokemon
0x086203C2	rom	gText_MatchCallAromaLady_Rose_Intro1
0x086203DB	rom	gText_MatchCallAromaLady_Rose_Intro2
0x086203F2	rom	gText_MatchCallRuinManiac_Andres_Strategy
0x0862040D	rom	gText_MatchCallRuinManiac_Andres_Pokemon
0x08620428	rom	gText_MatchCallRuinManiac_Andres_Intro1
0x08620444	rom	gText_MatchCallRuinManiac_Andres_Intro2
0x08620456	rom	gText_MatchCallRuinManiac_Dusty_Strategy
0x0862046C	rom	gText_MatchCallRuinManiac_Dusty_Pokemon
0x08620481	rom	gText_MatchCallRuinManiac_Dusty_Intro1
0x0862049C	rom	gText_MatchCallRuinManiac_Dusty_Intro2
0x086204B0	rom	gText_MatchCallTuber_Lola_Strategy
0x086204C7	rom	gText_MatchCallTuber_Lola_Pokemon
0x086204DD	rom	gText_MatchCallTuber_Lola_Intro1
0x086204F9	rom	gText_MatchCallTuber_Lola_Intro2
0x0862050E	rom	gText_MatchCallTuber_Ricky_Strategy
0x0862052B	rom	gText_MatchCallTuber_Ricky_Pokemon
0x08620546	rom	gText_MatchCallTuber_Ricky_Intro1
0x08620562	rom	gText_MatchCallTuber_Ricky_Intro2
0x0862057D	rom	gText_MatchCallSisAndBro_LilaAndRoy_Strategy
0x08620592	rom	gText_MatchCallSisAndBro_LilaAndRoy_Pokemon
0x086205AC	rom	gText_MatchCallSisAndBro_LilaAndRoy_Intro1
0x086205C6	rom	gText_MatchCallSisAndBro_LilaAndRoy_Intro2
0x086205DD	rom	gText_MatchCallCooltrainer_Cristin_Strategy
0x086205F8	rom	gText_MatchCallCooltrainer_Cristin_Pokemon
0x08620612	rom	gText_MatchCallCooltrainer_Cristin_Intro1
0x0862062F	rom	gText_MatchCallCooltrainer_Cristin_Intro2
0x08620638	rom	gText_MatchCallCooltrainer_Brooke_Strategy
0x08620654	rom	gText_MatchCallCooltrainer_Brooke_Pokemon
0x08620668	rom	gText_MatchCallCooltrainer_Brooke_Intro1
0x08620681	rom	gText_MatchCallCooltrainer_Brooke_Intro2
0x08620693	rom	gText_MatchCallCooltrainer_Wilton_Strategy
0x086206A7	rom	gText_MatchCallCooltrainer_Wilton_Pokemon
0x086206BC	rom	gText_MatchCallCooltrainer_Wilton_Intro1
0x086206D5	rom	gText_MatchCallCooltrainer_Wilton_Intro2
0x086206E7	rom	gText_MatchCallHexManiac_Valerie_Strategy
0x086206FF	rom	gText_MatchCallHexManiac_Valerie_Pokemon
0x08620717	rom	gText_MatchCallHexManiac_Valerie_Intro1
0x08620730	rom	gText_MatchCallHexManiac_Valerie_Intro2
0x0862073D	rom	gText_MatchCallLady_Cindy_Strategy
0x0862074E	rom	gText_MatchCallLady_Cindy_Pokemon
0x0862075D	rom	gText_MatchCallLady_Cindy_Intro1
0x08620779	rom	gText_MatchCallLady_Cindy_Intro2
0x0862078D	rom	gText_MatchCallBeauty_Thalia_Strategy
0x086207A9	rom	gText_MatchCallBeauty_Thalia_Pokemon
0x086207BC	rom	gText_MatchCallBeauty_Thalia_Intro1
0x086207D7	rom	gText_MatchCallBeauty_Thalia_Intro2
0x086207F4	rom	gText_MatchCallBeauty_Jessica_Strategy
0x0862080A	rom	gText_MatchCallBeauty_Jessica_Pokemon
0x0862081B	rom	gText_MatchCallBeauty_Jessica_Intro1
0x08620833	rom	gText_MatchCallBeauty_Jessica_Intro2
0x0862084B	rom	gText_MatchCallRichBoy_Winston_Strategy
0x08620863	rom	gText_MatchCallRichBoy_Winston_Pokemon
0x0862087C	rom	gText_MatchCallRichBoy_Winston_Intro1
0x08620896	rom	gText_MatchCallRichBoy_Winston_Intro2
0x086208AA	rom	gText_MatchCallPokeManiac_Steve_Strategy
0x086208C3	rom	gText_MatchCallPokeManiac_Steve_Pokemon
0x086208DC	rom	gText_MatchCallPokeManiac_Steve_Intro1
0x086208F1	rom	gText_MatchCallPokeManiac_Steve_Intro2
0x08620909	rom	gText_MatchCallSwimmer_Tony_Strategy
0x0862091C	rom	gText_MatchCallSwimmer_Tony_Pokemon
0x0862092E	rom	gText_MatchCallSwimmer_Tony_Intro1
0x0862094A	rom	gText_MatchCallSwimmer_Tony_Intro2
0x08620963	rom	gText_MatchCallBlackBelt_Nob_Strategy
0x08620979	rom	gText_MatchCallBlackBelt_Nob_Pokemon
0x08620988	rom	gText_MatchCallBlackBelt_Nob_Intro1
0x086209A4	rom	gText_MatchCallBlackBelt_Nob_Intro2
0x086209B4	rom	gText_MatchCallBlackBelt_Koji_Strategy
0x086209CA	rom	gText_MatchCallBlackBelt_Koji_Pokemon
0x086209E3	rom	gText_MatchCallBlackBelt_Koji_Intro1
0x086209FD	rom	gText_MatchCallBlackBelt_Koji_Intro2
0x08620A18	rom	gText_MatchCallGuitarist_Fernando_Strategy
0x08620A31	rom	gText_MatchCallGuitarist_Fernando_Pokemon
0x08620A4B	rom	gText_MatchCallGuitarist_Fernando_Intro1
0x08620A66	rom	gText_MatchCallGuitarist_Fernando_Intro2
0x08620A78	rom	gText_MatchCallGuitarist_Dalton_Strategy
0x08620A8C	rom	gText_MatchCallGuitarist_Dalton_Pokemon
0x08620A9E	rom	gText_MatchCallGuitarist_Dalton_Intro1
0x08620AB8	rom	gText_MatchCallGuitarist_Dalton_Intro2
0x08620AD2	rom	gText_MatchCallKindler_Bernie_Strategy
0x08620AE4	rom	gText_MatchCallKindler_Bernie_Pokemon
0x08620AFB	rom	gText_MatchCallKindler_Bernie_Intro1
0x08620B16	rom	gText_MatchCallKindler_Bernie_Intro2
0x08620B32	rom	gText_MatchCallCamper_Ethan_Strategy
0x08620B4C	rom	gText_MatchCallCamper_Ethan_Pokemon
0x08620B64	rom	gText_MatchCallCamper_Ethan_Intro1
0x08620B7F	rom	gText_MatchCallCamper_Ethan_Intro2
0x08620B8C	rom	gText_MatchCallOldCouple_JohnAndJay_Strategy
0x08620BA6	rom	gText_MatchCallOldCouple_JohnAndJay_Pokemon
0x08620BC0	rom	gText_MatchCallOldCouple_JohnAndJay_Intro1
0x08620BD8	rom	gText_MatchCallOldCouple_JohnAndJay_Intro2
0x08620BF2	rom	gText_MatchCallBugManiac_Jeffrey_Strategy
0x08620C03	rom	gText_MatchCallBugManiac_Jeffrey_Pokemon
0x08620C19	rom	gText_MatchCallBugManiac_Jeffrey_Intro1
0x08620C34	rom	gText_MatchCallBugManiac_Jeffrey_Intro2
0x08620C4E	rom	gText_MatchCallPsychic_Cameron_Strategy
0x08620C60	rom	gText_MatchCallPsychic_Cameron_Pokemon
0x08620C78	rom	gText_MatchCallPsychic_Cameron_Intro1
0x08620C92	rom	gText_MatchCallPsychic_Cameron_Intro2
0x08620CA8	rom	gText_MatchCallPsychic_Jacki_Strategy
0x08620CBE	rom	gText_MatchCallPsychic_Jacki_Pokemon
0x08620CD9	rom	gText_MatchCallPsychic_Jacki_Intro1
0x08620CF5	rom	gText_MatchCallPsychic_Jacki_Intro2
0x08620D06	rom	gText_MatchCallGentleman_Walter_Strategy
0x08620D1A	rom	gText_MatchCallGentleman_Walter_Pokemon
0x08620D32	rom	gText_MatchCallGentleman_Walter_Intro1
0x08620D49	rom	gText_MatchCallGentleman_Walter_Intro2
0x08620D63	rom	gText_MatchCallSchoolKid_Karen_Strategy
0x08620D7C	rom	gText_MatchCallSchoolKid_Karen_Pokemon
0x08620D98	rom	gText_MatchCallSchoolKid_Karen_Intro1
0x08620DB3	rom	gText_MatchCallSchoolKid_Karen_Intro2
0x08620DCA	rom	gText_MatchCallSchoolKid_Jerry_Strategy
0x08620DDE	rom	gText_MatchCallSchoolKid_Jerry_Pokemon
0x08620DF1	rom	gText_MatchCallSchoolKid_Jerry_Intro1
0x08620E08	rom	gText_MatchCallSchoolKid_Jerry_Intro2
0x08620E22	rom	gText_MatchCallSrAndJr_AnnaAndMeg_Strategy
0x08620E39	rom	gText_MatchCallSrAndJr_AnnaAndMeg_Pokemon
0x08620E54	rom	gText_MatchCallSrAndJr_AnnaAndMeg_Intro1
0x08620E6C	rom	gText_MatchCallSrAndJr_AnnaAndMeg_Intro2
0x08620E83	rom	gText_MatchCallPokefan_Isabel_Strategy
0x08620E98	rom	gText_MatchCallPokefan_Isabel_Pokemon
0x08620EB5	rom	gText_MatchCallPokefan_Isabel_Intro1
0x08620ECC	rom	gText_MatchCallPokefan_Isabel_Intro2
0x08620EE2	rom	gText_MatchCallPokefan_Miguel_Strategy
0x08620EF6	rom	gText_MatchCallPokefan_Miguel_Pokemon
0x08620F12	rom	gText_MatchCallPokefan_Miguel_Intro1
0x08620F2A	rom	gText_MatchCallPokefan_Miguel_Intro2
0x08620F43	rom	gText_MatchCallExpert_Timothy_Strategy
0x08620F5D	rom	gText_MatchCallExpert_Timothy_Pokemon
0x08620F76	rom	gText_MatchCallExpert_Timothy_Intro1
0x08620F90	rom	gText_MatchCallExpert_Timothy_Intro2
0x08620FA2	rom	gText_MatchCallExpert_Shelby_Strategy
0x08620FBA	rom	gText_MatchCallExpert_Shelby_Pokemon
0x08620FCD	rom	gText_MatchCallExpert_Shelby_Intro1
0x08620FE6	rom	gText_MatchCallExpert_Shelby_Intro2
0x08620FF9	rom	gText_MatchCallYoungster_Calvin_Strategy
0x0862100A	rom	gText_MatchCallYoungster_Calvin_Pokemon
0x08621021	rom	gText_MatchCallYoungster_Calvin_Intro1
0x0862103B	rom	gText_MatchCallYoungster_Calvin_Intro2
0x08621056	rom	gText_MatchCallFisherman_Elliot_Strategy
0x0862106A	rom	gText_MatchCallFisherman_Elliot_Pokemon
0x08621083	rom	gText_MatchCallFisherman_Elliot_Intro1
0x0862109F	rom	gText_MatchCallFisherman_Elliot_Intro2
0x086210B5	rom	gText_MatchCallTriathlete_Isaiah_Strategy
0x086210CE	rom	gText_MatchCallTriathlete_Isaiah_Pokemon
0x086210E7	rom	gText_MatchCallTriathlete_Isaiah_Intro1
0x08621101	rom	gText_MatchCallTriathlete_Isaiah_Intro2
0x08621114	rom	gText_MatchCallTriathlete_Maria_Strategy
0x08621125	rom	gText_MatchCallTriathlete_Maria_Pokemon
0x0862113D	rom	gText_MatchCallTriathlete_Maria_Intro1
0x08621157	rom	gText_MatchCallTriathlete_Maria_Intro2
0x0862116E	rom	gText_MatchCallTriathlete_Abigail_Strategy
0x08621182	rom	gText_MatchCallTriathlete_Abigail_Pokemon
0x08621197	rom	gText_MatchCallTriathlete_Abigail_Intro1
0x086211B3	rom	gText_MatchCallTriathlete_Abigail_Intro2
0x086211CC	rom	gText_MatchCallTriathlete_Dylan_Strategy
0x086211E4	rom	gText_MatchCallTriathlete_Dylan_Pokemon
0x086211FC	rom	gText_MatchCallTriathlete_Dylan_Intro1
0x08621216	rom	gText_MatchCallTriathlete_Dylan_Intro2
0x08621230	rom	gText_MatchCallTriathlete_Katelyn_Strategy
0x08621243	rom	gText_MatchCallTriathlete_Katelyn_Pokemon
0x08621257	rom	gText_MatchCallTriathlete_Katelyn_Intro1
0x08621270	rom	gText_MatchCallTriathlete_Katelyn_Intro2
0x0862127B	rom	gText_MatchCallTriathlete_Benjamin_Strategy
0x08621290	rom	gText_MatchCallTriathlete_Benjamin_Pokemon
0x086212A7	rom	gText_MatchCallTriathlete_Benjamin_Intro1
0x086212BF	rom	gText_MatchCallTriathlete_Benjamin_Intro2
0x086212DA	rom	gText_MatchCallTriathlete_Pablo_Strategy
0x086212F3	rom	gText_MatchCallTriathlete_Pablo_Pokemon
0x0862130C	rom	gText_MatchCallTriathlete_Pablo_Intro1
0x08621326	rom	gText_MatchCallTriathlete_Pablo_Intro2
0x08621342	rom	gText_MatchCallDragonTamer_Nicolas_Strategy
0x0862135C	rom	gText_MatchCallDragonTamer_Nicolas_Pokemon
0x08621376	rom	gText_MatchCallDragonTamer_Nicolas_Intro1
0x08621393	rom	gText_MatchCallDragonTamer_Nicolas_Intro2
0x086213A6	rom	gText_MatchCallBirdKeeper_Robert_Strategy
0x086213C2	rom	gText_MatchCallBirdKeeper_Robert_Pokemon
0x086213DC	rom	gText_MatchCallBirdKeeper_Robert_Intro1
0x086213F8	rom	gText_MatchCallBirdKeeper_Robert_Intro2
0x0862140B	rom	gText_MatchCallNinjaBoy_Lao_Strategy
0x08621426	rom	gText_MatchCallNinjaBoy_Lao_Pokemon
0x08621439	rom	gText_MatchCallNinjaBoy_Lao_Intro1
0x08621451	rom	gText_MatchCallNinjaBoy_Lao_Intro2
0x0862146C	rom	gText_MatchCallBattleGirl_Cyndy_Strategy
0x08621483	rom	gText_MatchCallBattleGirl_Cyndy_Pokemon
0x08621499	rom	gText_MatchCallBattleGirl_Cyndy_Intro1
0x086214AD	rom	gText_MatchCallBattleGirl_Cyndy_Intro2
0x086214C6	rom	gText_MatchCallParasolLady_Madeline_Strategy
0x086214DA	rom	gText_MatchCallParasolLady_Madeline_Pokemon
0x086214EF	rom	gText_MatchCallParasolLady_Madeline_Intro1
0x08621507	rom	gText_MatchCallParasolLady_Madeline_Intro2
0x0862151D	rom	gText_MatchCallSwimmer_Jenny_Strategy
0x08621527	rom	gText_MatchCallSwimmer_Jenny_Pokemon
0x0862153B	rom	gText_MatchCallSwimmer_Jenny_Intro1
0x08621551	rom	gText_MatchCallSwimmer_Jenny_Intro2
0x0862156A	rom	gText_MatchCallPicnicker_Diana_Strategy
0x08621585	rom	gText_MatchCallPicnicker_Diana_Pokemon
0x08621599	rom	gText_MatchCallPicnicker_Diana_Intro1
0x086215AF	rom	gText_MatchCallPicnicker_Diana_Intro2
0x086215BC	rom	gText_MatchCallTwins_AmyAndLiv_Strategy
0x086215D0	rom	gText_MatchCallTwins_AmyAndLiv_Pokemon
0x086215E3	rom	gText_MatchCallTwins_AmyAndLiv_Intro1
0x086215FD	rom	gText_MatchCallTwins_AmyAndLiv_Intro2
0x08621615	rom	gText_MatchCallSailor_Ernest_Strategy
0x08621630	rom	gText_MatchCallSailor_Ernest_Pokemon
0x0862164A	rom	gText_MatchCallSailor_Ernest_Intro1
0x08621664	rom	gText_MatchCallSailor_Ernest_Intro2
0x08621674	rom	gText_MatchCallSailor_Cory_Strategy
0x0862168C	rom	gText_MatchCallSailor_Cory_Pokemon
0x086216A8	rom	gText_MatchCallSailor_Cory_Intro1
0x086216C3	rom	gText_MatchCallSailor_Cory_Intro2
0x086216E0	rom	gText_MatchCallCollector_Edwin_Strategy
0x086216FB	rom	gText_MatchCallCollector_Edwin_Pokemon
0x08621710	rom	gText_MatchCallCollector_Edwin_Intro1
0x0862172A	rom	gText_MatchCallCollector_Edwin_Intro2
0x08621740	rom	gText_MatchCallPkmnBreeder_Lydia_Strategy
0x08621752	rom	gText_MatchCallPkmnBreeder_Lydia_Pokemon
0x0862176B	rom	gText_MatchCallPkmnBreeder_Lydia_Intro1
0x08621782	rom	gText_MatchCallPkmnBreeder_Lydia_Intro2
0x08621799	rom	gText_MatchCallPkmnBreeder_Isaac_Strategy
0x086217A9	rom	gText_MatchCallPkmnBreeder_Isaac_Pokemon
0x086217C2	rom	gText_MatchCallPkmnBreeder_Isaac_Intro1
0x086217D9	rom	gText_MatchCallPkmnBreeder_Isaac_Intro2
0x086217F5	rom	gText_MatchCallPkmnBreeder_Gabrielle_Strategy
0x08621810	rom	gText_MatchCallPkmnBreeder_Gabrielle_Pokemon
0x08621826	rom	gText_MatchCallPkmnBreeder_Gabrielle_Intro1
0x0862183E	rom	gText_MatchCallPkmnBreeder_Gabrielle_Intro2
0x08621851	rom	gText_MatchCallPkmnRanger_Catherine_Strategy
0x0862186A	rom	gText_MatchCallPkmnRanger_Catherine_Pokemon
0x08621881	rom	gText_MatchCallPkmnRanger_Catherine_Intro1
0x08621899	rom	gText_MatchCallPkmnRanger_Catherine_Intro2
0x086218AF	rom	gText_MatchCallPkmnRanger_Jackson_Strategy
0x086218C0	rom	gText_MatchCallPkmnRanger_Jackson_Pokemon
0x086218D7	rom	gText_MatchCallPkmnRanger_Jackson_Intro1
0x086218F0	rom	gText_MatchCallPkmnRanger_Jackson_Intro2
0x08621908	rom	gText_MatchCallLass_Haley_Strategy
0x08621921	rom	gText_MatchCallLass_Haley_Pokemon
0x0862193C	rom	gText_MatchCallLass_Haley_Intro1
0x08621955	rom	gText_MatchCallLass_Haley_Intro2
0x0862196C	rom	gText_MatchCallBugCatcher_James_Strategy
0x08621983	rom	gText_MatchCallBugCatcher_James_Pokemon
0x0862199D	rom	gText_MatchCallBugCatcher_James_Intro1
0x086219B6	rom	gText_MatchCallBugCatcher_James_Intro2
0x086219CE	rom	gText_MatchCallHiker_Trent_Strategy
0x086219E3	rom	gText_MatchCallHiker_Trent_Pokemon
0x086219F8	rom	gText_MatchCallHiker_Trent_Intro1
0x08621A13	rom	gText_MatchCallHiker_Trent_Intro2
0x08621A25	rom	gText_MatchCallHiker_Sawyer_Strategy
0x08621A34	rom	gText_MatchCallHiker_Sawyer_Pokemon
0x08621A41	rom	gText_MatchCallHiker_Sawyer_Intro1
0x08621A5C	rom	gText_MatchCallHiker_Sawyer_Intro2
0x08621A72	rom	gText_MatchCallYoungCouple_LoisAndHal_Strategy
0x08621A88	rom	gText_MatchCallYoungCouple_LoisAndHal_Pokemon
0x08621A9D	rom	gText_MatchCallYoungCouple_LoisAndHal_Intro1
0x08621AB0	rom	gText_MatchCallYoungCouple_LoisAndHal_Intro2
0x08621AC5	rom	gText_MatchCallPkmnTrainer_Wally_Strategy
0x08621ADD	rom	gText_MatchCallPkmnTrainer_Wally_Pokemon
0x08621AF7	rom	gText_MatchCallPkmnTrainer_Wally_Intro1
0x08621B10	rom	gText_MatchCallPkmnTrainer_Wally_Intro2
0x08621B23	rom	gText_MatchCallRockinWhiz_Roxanne_Strategy
0x08621B3B	rom	gText_MatchCallRockinWhiz_Roxanne_Pokemon
0x08621B57	rom	gText_MatchCallRockinWhiz_Roxanne_Intro1
0x08621B73	rom	gText_MatchCallRockinWhiz_Roxanne_Intro2
0x08621B8C	rom	gText_MatchCallTheBigHit_Brawly_Strategy
0x08621BA4	rom	gText_MatchCallTheBigHit_Brawly_Pokemon
0x08621BBB	rom	gText_MatchCallTheBigHit_Brawly_Intro1
0x08621BD6	rom	gText_MatchCallTheBigHit_Brawly_Intro2
0x08621BE5	rom	gText_MatchCallSwellShock_Wattson_Strategy
0x08621BFC	rom	gText_MatchCallSwellShock_Wattson_Pokemon
